0	0	
-2.03026	0.870068	
-1.88973	1.59629	
0.0438278	-1.48574	
1.485	1.52769	
-0.655856	1.78191	
-0.473533	1.05195	
-0.388256	-0.877798	
-1.12125	-0.660812	
-1.01175	-1.61276	
0.0335342	-0.657705	
0.40505	-1.48893	
-1.52848	1.73863	
1.36696	-0.544675	
-0.195453	-1.40907	
1.59229	0.500826	
0.300778	1.06494	
-1.18957	0.977257	
0.0745784	-1.19404	
1.1297	-1.72965	
-1.93897	-1.14479	
-1.98536	-0.748052	
-1.43929	-0.622277	
0.978445	1.56956	
-0.751224	-0.0644481	
-0.401495	1.16585	
1.52325	0.710201	
0.528341	0.806724	
-1.43842	1.81484	
-0.979465	1.43179	
0.0848588	-0.91311	
0.199491	-1.65257	
-0.0822206	-1.47881	
0.049929	1.19909	
-0.664081	-1.4436	
1.9516	-0.112734	
-0.410506	-0.403456	
1.26943	0.0749942	
0.695117	-0.701556	
-0.537613	-1.65123	
1.37151	-1.62067	
-0.706791	1.12544	
0.963253	0.230588	
1.15207	1.51215	
-1.4296	-0.534007	
-0.180503	-1.60494	
-0.948797	1.44966	
-0.339392	-0.771972	
-1.43472	-0.173672	
-0.542382	1.392	
1.08047	-1.21587	
