0	0
0.010225149	0.020208417
0.05834114	0.024782943
0.069358477	0.072893379
0.039595961	0.06442405
-0.037153507	-0.02431616
-0.072946581	-0.076042565
0.059823691	-0.011891625
0.014462887	0.081994043
0.061386806	-0.050753891
0.037920687	0.09878029
0.069207106	-0.041540619
0.050569234	0.006902221
0.03445768	0.025111891
-0.03684655	-0.031909234
0.025579353	-0.046177
-0.0658851	0.089079705
-0.042699764	0.053767322
0.071221681	-0.031510094
0.043183122	0.089923165
-0.038920075	-0.016950352
-0.038850502	-0.108122776
0.058027544	0.009514193
0.058985052	-0.100579408
0.018891654	-0.106379383
0.057733253	-0.050715245
0.014712071	-0.101746324
-0.023152533	-0.005287831
-0.053730883	0.01500183
0.012451299	-0.068115065
0.018176642	0.045803745
0.059462522	-0.104959424
0.032729463	0.029737671
-0.035845394	-0.055090991
-0.017692691	-0.073153913
-0.02851778	-0.007041707
-0.020401141	0.062082772
-0.065937382	-0.008412683
-0.036298378	0.050104979
0.073776733	0.046472106
0.058577159	0.067599173
0.041881641	0.083131928
0.054679367	0.041726727
-0.046170218	-0.006640839
0.026522335	-0.045683516
-0.026422634	-0.052983296
-0.062494557	-0.033220928
0.046324065	0.003741733
-0.033697627	0.002402448
-0.072280731	0.03930231
0.055158709	0.028658207
