0	0	
0.0828238	1.06883	
1.7273	0.139124	
0.963092	0.442871	
0.880353	-1.28622	
1.52885	-1.40862	
1.36058	-1.43894	
0.505662	0.758018	
-1.05096	1.23796	
-0.952592	-0.90666	
0.100389	1.67317	
1.05179	1.84296	
0.453787	-1.71339	
-0.743902	1.37656	
-1.25211	-1.4776	
1.90239	-1.85641	
-0.0822343	-1.21701	
-0.101785	-1.23673	
-0.627736	-0.288251	
1.40474	-1.42592	
-0.69216	-1.77487	
-0.842361	1.13273	
-0.532237	1.4485	
-1.47947	1.65065	
1.80151	-0.492568	
-0.455005	1.67003	
1.2968	1.93229	
-0.372006	0.678232	
1.32722	-1.85817	
1.04526	-0.697751	
0.155268	0.210308	
-0.354065	-1.18904	
-0.0619439	-0.401333	
-0.15472	-1.42927	
-1.30844	-0.159464	
-0.480024	-0.424594	
-1.72403	1.90441	
-0.925987	-0.290345	
-0.763202	-1.63753	
-0.0502345	-1.82343	
0.729956	1.14718	
-1.27741	1.55977	
-0.510574	-0.380328	
1.87131	0.219236	
1.41167	-1.73906	
1.90206	0.934226	
1.17513	-1.19753	
-1.50523	-0.0394819	
-0.338463	-0.409853	
1.9093	1.36535	
-1.12241	-0.350617	
