0	0
-0.31266471	0.746202937
1.741724055	0.15627707
0.920523513	0.322345585
0.939240887	-0.721769257
1.364759334	-1.583344888
1.807291876	-0.591726705
0.437681641	0.710995734
-1.460124329	0.520288339
-0.897570092	-0.836630721
0.28803721	1.85105767
0.959419838	1.907434909
0.717746182	-1.712802349
-0.656718427	1.379198024
-1.237626751	-1.501302195
1.967052343	-1.773282958
-0.218797674	-1.306844283
-0.21838696	-1.315324719
-0.661046114	-0.349833731
1.294999832	-1.511013294
-0.729659633	-1.69379334
-0.827807964	1.166196591
-0.775242156	1.377254849
-1.925618784	0.699794141
1.846913191	-0.425157984
-0.495283855	1.673189831
1.205275106	1.980845353
-0.585684524	0.491149713
1.409420418	-1.884056926
1.065787155	-0.797782447
0.153138402	0.099811402
-0.412169155	-1.281382385
0.004658004	-0.050073724
-0.165228633	-1.428989254
-1.311492239	-0.18032665
-0.308734899	-0.232405537
-1.794095512	1.541548606
-0.717326051	0.142619028
-0.728509043	-1.704046329
-0.209590204	-1.938086639
0.731742173	1.110178703
-1.66922872	0.75218621
-0.334768507	-0.132720742
1.879753593	0.231281435
1.425106443	-1.68197718
1.90613678	0.934181626
1.135744372	-1.061025568
-1.437569514	0.163646857
-0.35150835	-0.310690246
1.914177864	1.36417092
-0.944830162	0.126617329
