0	0	
-1.4564	1.09374	
-1.17527	-1.56145	
-0.768394	-0.167454	
-1.69411	0.674849	
1.06552	1.63845	
0.0959068	-1.6411	
-0.367074	-0.851057	
-1.08358	1.36847	
1.62219	-1.90771	
-1.96444	-1.4926	
0.124773	1.51833	
1.94048	0.976422	
0.575198	-1.86549	
-0.0794708	-0.980683	
0.234267	1.12531	
-0.316446	0.70497	
-0.651886	1.67818	
1.03734	1.88503	
-1.89435	-0.317157	
1.14559	-1.76904	
-0.427051	1.93628	
-1.91144	-0.0929879	
0.589552	-0.0968881	
-1.96397	0.940738	
0.717049	-1.33186	
-0.466968	1.3785	
-1.12116	1.6553	
-1.33922	-0.845275	
0.777323	-0.954144	
0.359422	0.329148	
0.253619	1.47448	
-0.991403	-0.544792	
-1.10652	0.926939	
0.750687	1.64144	
-0.723582	-1.13036	
-0.211743	1.08833	
0.809161	0.509416	
-0.0273283	0.572364	
-0.737211	1.82966	
1.77347	1.91419	
1.65795	-0.966057	
1.08997	1.81797	
0.979057	-1.62196	
-1.54483	-0.953078	
0.182555	1.19677	
-1.01199	1.43048	
0.357641	0.57313	
1.70342	-1.18493	
-1.61547	1.55499	
-0.692464	1.1506	
