0	0	
-1.40273	1.97798	
1.32394	-0.86505	
1.34577	1.28016	
1.95853	-0.303825	
0.356158	-1.77104	
0.236294	-0.508796	
1.16005	-1.50926	
-1.1003	-1.05023	
1.77744	0.792549	
1.17705	0.8743	
-0.816109	1.00767	
-0.931707	-0.187491	
-1.28841	-0.888967	
-1.2368	1.97112	
1.07596	-0.671287	
1.34823	-0.00924467	
-1.2368	0.0531043	
0.903321	-1.23542	
-1.19536	-0.123777	
0.459232	-1.08157	
-0.398378	-0.196395	
1.72522	1.20735	
-0.512047	-0.00757383	
1.19161	-1.55665	
-0.587234	-0.0947909	
-1.62725	0.813776	
0.140779	-1.00533	
-1.75403	-0.0481069	
1.29779	1.08618	
-0.553059	0.8636	
-1.55292	-1.34147	
1.19198	0.783279	
-0.384965	0.553024	
-0.30651	0.530789	
-0.108273	-2.07141	
-1.37622	-1.90362	
-1.35699	-1.98259	
0.124101	-0.567165	
-0.555702	0.710257	
1.56343	0.868887	
0.598527	1.46956	
-1.91545	1.73061	
-0.720169	0.238778	
-0.584403	-0.239067	
1.32332	-0.919037	
0.512079	1.10991	
0.157093	-0.818129	
-1.93816	-0.54693	
-1.15422	-0.459585	
-1.20725	1.35984	
